numStations=3
Station 0:Luca: (43.109762, -77.410156)
Station 1:Connor: (40.73902,-73.14815)
Station 2:Anthony: (39.7744, -76.679444)
numEvents=3
NOTE: Azimuth angles are measured clockwise from North. 
Access Number: 0         Satellite (Elevation, Azimuth) wrt Stations (deg)
2020-03-23T05:01:52.441 | 10.496, 209.700      10.131, 229.783      15.300, 221.776      
2020-03-23T05:01:52.941 | 10.532, 209.600      10.176, 229.717      15.357, 221.680      
2020-03-23T05:01:53.441 | 10.569, 209.500      10.222, 229.651      15.415, 221.583      
2020-03-23T05:01:53.941 | 10.605, 209.399      10.267, 229.585      15.473, 221.486      
2020-03-23T05:01:54.441 | 10.641, 209.299      10.313, 229.519      15.530, 221.388      
2020-03-23T05:01:54.941 | 10.678, 209.197      10.359, 229.452      15.588, 221.290      
2020-03-23T05:01:55.441 | 10.714, 209.096      10.405, 229.385      15.646, 221.191      
2020-03-23T05:01:55.941 | 10.750, 208.994      10.451, 229.317      15.704, 221.092      
2020-03-23T05:01:56.441 | 10.787, 208.892      10.497, 229.250      15.763, 220.992      
2020-03-23T05:01:56.941 | 10.823, 208.790      10.543, 229.182      15.821, 220.892      
2020-03-23T05:01:57.441 | 10.860, 208.687      10.589, 229.113      15.879, 220.792      
2020-03-23T05:01:57.941 | 10.896, 208.584      10.636, 229.045      15.938, 220.691      
2020-03-23T05:01:58.441 | 10.932, 208.481      10.682, 228.976      15.997, 220.589      
2020-03-23T05:01:58.941 | 10.969, 208.377      10.729, 228.907      16.055, 220.487      
2020-03-23T05:01:59.441 | 11.005, 208.273      10.775, 228.838      16.114, 220.384      
2020-03-23T05:01:59.941 | 11.042, 208.168      10.822, 228.768      16.173, 220.281      
2020-03-23T05:02:00.441 | 11.078, 208.064      10.869, 228.698      16.233, 220.178      
2020-03-23T05:02:00.941 | 11.114, 207.959      10.916, 228.628      16.292, 220.074      
2020-03-23T05:02:01.441 | 11.151, 207.853      10.963, 228.558      16.351, 219.969      
2020-03-23T05:02:01.941 | 11.187, 207.747      11.010, 228.487      16.411, 219.864      
2020-03-23T05:02:02.441 | 11.224, 207.641      11.057, 228.416      16.470, 219.759      
2020-03-23T05:02:02.941 | 11.260, 207.535      11.105, 228.344      16.530, 219.653      
2020-03-23T05:02:03.441 | 11.296, 207.428      11.152, 228.273      16.590, 219.546      
2020-03-23T05:02:03.941 | 11.333, 207.321      11.200, 228.201      16.650, 219.439      
2020-03-23T05:02:04.441 | 11.369, 207.214      11.247, 228.128      16.710, 219.331      
2020-03-23T05:02:04.941 | 11.406, 207.106      11.295, 228.056      16.770, 219.223      
2020-03-23T05:02:05.441 | 11.442, 206.998      11.343, 227.983      16.830, 219.115      
2020-03-23T05:02:05.941 | 11.478, 206.889      11.390, 227.910      16.891, 219.005      
2020-03-23T05:02:06.441 | 11.515, 206.780      11.438, 227.836      16.951, 218.896      
2020-03-23T05:02:06.941 | 11.551, 206.671      11.487, 227.762      17.012, 218.785      
2020-03-23T05:02:07.441 | 11.588, 206.562      11.535, 227.688      17.073, 218.674      
2020-03-23T05:02:07.941 | 11.624, 206.452      11.583, 227.614      17.134, 218.563      
2020-03-23T05:02:08.441 | 11.660, 206.342      11.631, 227.539      17.195, 218.451      
2020-03-23T05:02:08.941 | 11.697, 206.231      11.680, 227.464      17.256, 218.339      
2020-03-23T05:02:09.441 | 11.733, 206.120      11.728, 227.389      17.317, 218.226      
2020-03-23T05:02:09.941 | 11.769, 206.009      11.777, 227.313      17.378, 218.112      
2020-03-23T05:02:10.441 | 11.806, 205.898      11.826, 227.237      17.440, 217.998      
2020-03-23T05:02:10.941 | 11.842, 205.786      11.875, 227.161      17.501, 217.883      
2020-03-23T05:02:11.441 | 11.878, 205.673      11.923, 227.084      17.563, 217.768      
2020-03-23T05:02:11.941 | 11.915, 205.561      11.972, 227.007      17.625, 217.652      
2020-03-23T05:02:12.441 | 11.951, 205.448      12.022, 226.930      17.687, 217.536      
2020-03-23T05:02:12.941 | 11.987, 205.334      12.071, 226.852      17.748, 217.419      
2020-03-23T05:02:13.441 | 12.023, 205.221      12.120, 226.774      17.811, 217.301      
2020-03-23T05:02:13.941 | 12.060, 205.107      12.170, 226.696      17.873, 217.183      
2020-03-23T05:02:14.441 | 12.096, 204.992      12.219, 226.617      17.935, 217.064      
2020-03-23T05:02:14.941 | 12.132, 204.877      12.269, 226.538      17.997, 216.945      
2020-03-23T05:02:15.441 | 12.168, 204.762      12.318, 226.459      18.060, 216.825      
2020-03-23T05:02:15.941 | 12.204, 204.647      12.368, 226.379      18.122, 216.705      
2020-03-23T05:02:16.441 | 12.241, 204.531      12.418, 226.299      18.185, 216.583      
2020-03-23T05:02:16.941 | 12.277, 204.415      12.468, 226.218      18.248, 216.462      
2020-03-23T05:02:17.441 | 12.313, 204.298      12.518, 226.138      18.311, 216.339      
2020-03-23T05:02:17.941 | 12.349, 204.181      12.569, 226.057      18.374, 216.217      
2020-03-23T05:02:18.441 | 12.385, 204.064      12.619, 225.975      18.437, 216.093      
2020-03-23T05:02:18.941 | 12.421, 203.946      12.669, 225.893      18.500, 215.969      
2020-03-23T05:02:19.441 | 12.457, 203.828      12.720, 225.811      18.563, 215.844      
2020-03-23T05:02:19.941 | 12.493, 203.710      12.770, 225.729      18.627, 215.719      
2020-03-23T05:02:20.441 | 12.529, 203.591      12.821, 225.646      18.690, 215.593      
2020-03-23T05:02:20.941 | 12.565, 203.472      12.872, 225.563      18.754, 215.466      
2020-03-23T05:02:21.441 | 12.601, 203.352      12.923, 225.479      18.818, 215.339      
2020-03-23T05:02:21.941 | 12.637, 203.232      12.974, 225.395      18.881, 215.211      
2020-03-23T05:02:22.441 | 12.673, 203.112      13.025, 225.311      18.945, 215.082      
2020-03-23T05:02:22.941 | 12.709, 202.992      13.076, 225.226      19.009, 214.953      
2020-03-23T05:02:23.441 | 12.744, 202.871      13.127, 225.141      19.073, 214.823      
2020-03-23T05:02:23.941 | 12.780, 202.749      13.179, 225.056      19.137, 214.692      
2020-03-23T05:02:24.441 | 12.816, 202.627      13.230, 224.970      19.202, 214.561      
2020-03-23T05:02:24.941 | 12.852, 202.505      13.282, 224.884      19.266, 214.429      
2020-03-23T05:02:25.441 | 12.888, 202.383      13.334, 224.797      19.330, 214.297      
2020-03-23T05:02:25.941 | 12.923, 202.260      13.385, 224.710      19.395, 214.164      
2020-03-23T05:02:26.441 | 12.959, 202.137      13.437, 224.623      19.459, 214.030      
2020-03-23T05:02:26.941 | 12.994, 202.013      13.489, 224.535      19.524, 213.895      
2020-03-23T05:02:27.441 | 13.030, 201.889      13.541, 224.447      19.589, 213.760      
2020-03-23T05:02:27.941 | 13.066, 201.765      13.594, 224.359      19.653, 213.624      
2020-03-23T05:02:28.441 | 13.101, 201.640      13.646, 224.270      19.718, 213.488      
2020-03-23T05:02:28.941 | 13.137, 201.515      13.698, 224.180      19.783, 213.351      
2020-03-23T05:02:29.441 | 13.172, 201.390      13.751, 224.091      19.848, 213.213      
2020-03-23T05:02:29.941 | 13.207, 201.264      13.803, 224.001      19.913, 213.074      
2020-03-23T05:02:30.441 | 13.243, 201.137      13.856, 223.910      19.979, 212.935      
2020-03-23T05:02:30.941 | 13.278, 201.011      13.909, 223.819      20.044, 212.795      
2020-03-23T05:02:31.441 | 13.313, 200.884      13.962, 223.728      20.109, 212.654      
2020-03-23T05:02:31.941 | 13.348, 200.756      14.015, 223.636      20.175, 212.512      
2020-03-23T05:02:32.441 | 13.384, 200.629      14.068, 223.544      20.240, 212.370      
2020-03-23T05:02:32.941 | 13.419, 200.501      14.121, 223.452      20.306, 212.227      
2020-03-23T05:02:33.441 | 13.454, 200.372      14.175, 223.359      20.371, 212.084      
2020-03-23T05:02:33.941 | 13.489, 200.243      14.228, 223.265      20.437, 211.939      
2020-03-23T05:02:34.441 | 13.524, 200.114      14.281, 223.171      20.503, 211.794      
2020-03-23T05:02:34.941 | 13.559, 199.984      14.335, 223.077      20.568, 211.649      
2020-03-23T05:02:35.441 | 13.594, 199.854      14.389, 222.983      20.634, 211.502      
2020-03-23T05:02:35.941 | 13.629, 199.724      14.443, 222.888      20.700, 211.355      
2020-03-23T05:02:36.441 | 13.663, 199.593      14.496, 222.792      20.766, 211.207      
2020-03-23T05:02:36.941 | 13.698, 199.462      14.550, 222.696      20.832, 211.058      
2020-03-23T05:02:37.441 | 13.733, 199.330      14.605, 222.600      20.898, 210.909      
2020-03-23T05:02:37.941 | 13.767, 199.198      14.659, 222.503      20.964, 210.758      
2020-03-23T05:02:38.441 | 13.802, 199.066      14.713, 222.406      21.030, 210.607      
2020-03-23T05:02:38.941 | 13.837, 198.933      14.767, 222.308      21.096, 210.456      
2020-03-23T05:02:39.441 | 13.871, 198.800      14.822, 222.210      21.163, 210.303      
2020-03-23T05:02:39.941 | 13.905, 198.666      14.877, 222.111      21.229, 210.150      
2020-03-23T05:02:40.441 | 13.940, 198.532      14.931, 222.012      21.295, 209.996      
2020-03-23T05:02:40.941 | 13.974, 198.398      14.986, 221.913      21.362, 209.841      
2020-03-23T05:02:41.441 | 14.008, 198.264      15.041, 221.813      21.428, 209.685      
2020-03-23T05:02:41.941 | 14.042, 198.128      15.096, 221.713      21.494, 209.529      
2020-03-23T05:02:42.441 | 14.076, 197.993      15.151, 221.612      21.561, 209.372      
2020-03-23T05:02:42.941 | 14.110, 197.857      15.206, 221.510      21.627, 209.214      
2020-03-23T05:02:43.441 | 14.144, 197.721      15.261, 221.409      21.694, 209.055      
2020-03-23T05:02:43.941 | 14.178, 197.584      15.317, 221.306      21.760, 208.895      
2020-03-23T05:02:44.441 | 14.212, 197.447      15.372, 221.204      21.827, 208.735      
2020-03-23T05:02:44.941 | 14.246, 197.310      15.428, 221.101      21.893, 208.574      
2020-03-23T05:02:45.441 | 14.280, 197.172      15.484, 220.997      21.960, 208.412      
2020-03-23T05:02:45.941 | 14.313, 197.034      15.539, 220.893      22.026, 208.249      
2020-03-23T05:02:46.441 | 14.347, 196.895      15.595, 220.788      22.093, 208.085      
2020-03-23T05:02:46.941 | 14.380, 196.756      15.651, 220.683      22.160, 207.921      
2020-03-23T05:02:47.441 | 14.413, 196.617      15.707, 220.577      22.226, 207.756      
2020-03-23T05:02:47.941 | 14.447, 196.477      15.763, 220.471      22.293, 207.590      
2020-03-23T05:02:48.441 | 14.480, 196.337      15.820, 220.365      22.359, 207.423      
2020-03-23T05:02:48.941 | 14.513, 196.197      15.876, 220.258      22.426, 207.255      
2020-03-23T05:02:49.441 | 14.546, 196.056      15.932, 220.150      22.493, 207.086      
2020-03-23T05:02:49.941 | 14.579, 195.915      15.989, 220.042      22.559, 206.917      
2020-03-23T05:02:50.441 | 14.612, 195.773      16.045, 219.934      22.626, 206.747      
2020-03-23T05:02:50.941 | 14.645, 195.631      16.102, 219.825      22.692, 206.576      
2020-03-23T05:02:51.441 | 14.678, 195.489      16.159, 219.715      22.759, 206.404      
2020-03-23T05:02:51.941 | 14.710, 195.346      16.216, 219.605      22.825, 206.231      
2020-03-23T05:02:52.441 | 14.743, 195.203      16.273, 219.494      22.892, 206.057      
2020-03-23T05:02:52.941 | 14.775, 195.059      16.330, 219.383      22.958, 205.883      
2020-03-23T05:02:53.441 | 14.808, 194.915      16.387, 219.272      23.025, 205.707      
2020-03-23T05:02:53.941 | 14.840, 194.771      16.444, 219.159      23.091, 205.531      
2020-03-23T05:02:54.441 | 14.872, 194.626      16.502, 219.047      23.158, 205.354      
2020-03-23T05:02:54.941 | 14.904, 194.481      16.559, 218.934      23.224, 205.176      
2020-03-23T05:02:55.441 | 14.936, 194.335      16.617, 218.820      23.290, 204.997      
2020-03-23T05:02:55.941 | 14.968, 194.189      16.674, 218.706      23.356, 204.818      
2020-03-23T05:02:56.441 | 15.000, 194.043      16.732, 218.591      23.423, 204.637      
2020-03-23T05:02:56.941 | 15.032, 193.896      16.790, 218.476      23.489, 204.456      
2020-03-23T05:02:57.441 | 15.063, 193.749      16.847, 218.360      23.555, 204.273      
2020-03-23T05:02:57.941 | 15.095, 193.602      16.905, 218.243      23.621, 204.090      
