numStations=3
Station 0:Luca: (43.109762, -77.410156)
Station 1:Connor: (40.73902,-73.14815)
Station 2:Anthony: (39.7744, -76.679444)
numEvents=3
Access Number: 0            Sta # 0 Nom         Lower           Upper       Sta # 1 Nom         Lower           Upper       Sta # 2 Nom         Lower           Upper       
2020-03-23T05:02:52.441     437.15455929     437.15454631    437.15457223   437.15728713     437.15727880    437.15729542   437.15572399     437.15570938    437.15573854
2020-03-23T05:02:52.941     437.15453765     437.15452463    437.15455064   437.15727323     437.15726485    437.15728158   437.15569961     437.15568492    437.15571425
2020-03-23T05:02:53.441     437.15451593     437.15450286    437.15452897   437.15725925     437.15725082    437.15726765   437.15567509     437.15566031    437.15568982
2020-03-23T05:02:53.941     437.15449414     437.15448102    437.15450722   437.15724518     437.15723670    437.15725363   437.15565043     437.15563556    437.15566524
2020-03-23T05:02:54.441     437.15447226     437.15445910    437.15448540   437.15723102     437.15722249    437.15723953   437.15562562     437.15561066    437.15564052
2020-03-23T05:02:54.941     437.15445031     437.15443710    437.15446349   437.15721678     437.15720819    437.15722534   437.15560066     437.15558562    437.15561565
2020-03-23T05:02:55.441     437.15442828     437.15441502    437.15444151   437.15720245     437.15719381    437.15721106   437.15557556     437.15556042    437.15559064
2020-03-23T05:02:55.941     437.15440617     437.15439287    437.15441945   437.15718803     437.15717933    437.15719669   437.15555031     437.15553509    437.15556547
2020-03-23T05:02:56.441     437.15438398     437.15437063    437.15439731   437.15717352     437.15716477    437.15718223   437.15552491     437.15550960    437.15554016
2020-03-23T05:02:56.941     437.15436172     437.15434832    437.15437509   437.15715892     437.15715012    437.15716769   437.15549936     437.15548396    437.15551471
2020-03-23T05:02:57.441     437.15433937     437.15432593    437.15435279   437.15714423     437.15713537    437.15715305   437.15547367     437.15545818    437.15548910
2020-03-23T05:02:57.941     437.15431695     437.15430346    437.15433041   437.15712945     437.15712054    437.15713833   437.15544782     437.15543225    437.15546335
2020-03-23T05:02:58.441     437.15429445     437.15428091    437.15430796   437.15711458     437.15710561    437.15712351   437.15542183     437.15540617    437.15543745
2020-03-23T05:02:58.941     437.15427187     437.15425829    437.15428543   437.15709961     437.15709059    437.15710860   437.15539569     437.15537993    437.15541139
2020-03-23T05:02:59.441     437.15424922     437.15423558    437.15426282   437.15708455     437.15707548    437.15709360   437.15536940     437.15535355    437.15538519
2020-03-23T05:02:59.941     437.15422648     437.15421280    437.15424013   437.15706940     437.15706027    437.15707851   437.15534295     437.15532702    437.15535884
2020-03-23T05:03:00.441     437.15420367     437.15418994    437.15421736   437.15705416     437.15704497    437.15706332   437.15531636     437.15530033    437.15533234
2020-03-23T05:03:00.941     437.15418078     437.15416701    437.15419452   437.15703882     437.15702958    437.15704804   437.15528962     437.15527350    437.15530568
2020-03-23T05:03:01.441     437.15415781     437.15414399    437.15417160   437.15702339     437.15701409    437.15703266   437.15526272     437.15524651    437.15527887
2020-03-23T05:03:01.941     437.15413476     437.15412090    437.15414860   437.15700786     437.15699850    437.15701719   437.15523567     437.15521937    437.15525192
2020-03-23T05:03:02.441     437.15411164     437.15409773    437.15412552   437.15699224     437.15698282    437.15700162   437.15520847     437.15519207    437.15522481
2020-03-23T05:03:02.941     437.15408844     437.15407448    437.15410237   437.15697652     437.15696704    437.15698596   437.15518111     437.15516463    437.15519754
2020-03-23T05:03:03.441     437.15406516     437.15405115    437.15407914   437.15696070     437.15695117    437.15697020   437.15515361     437.15513703    437.15517013
2020-03-23T05:03:03.941     437.15404180     437.15402775    437.15405583   437.15694479     437.15693519    437.15695435   437.15512595     437.15510928    437.15514256
2020-03-23T05:03:04.441     437.15401837     437.15400427    437.15403244   437.15692878     437.15691912    437.15693839   437.15509813     437.15508137    437.15511484
2020-03-23T05:03:04.941     437.15399486     437.15398072    437.15400897   437.15691266     437.15690295    437.15692234   437.15507016     437.15505331    437.15508696
2020-03-23T05:03:05.441     437.15397127     437.15395708    437.15398543   437.15689645     437.15688668    437.15690619   437.15504204     437.15502509    437.15505893
2020-03-23T05:03:05.941     437.15394761     437.15393337    437.15396181   437.15688014     437.15687031    437.15688994   437.15501377     437.15499673    437.15503075
2020-03-23T05:03:06.441     437.15392387     437.15390958    437.15393812   437.15686373     437.15685384    437.15687359   437.15498533     437.15496820    437.15500241
2020-03-23T05:03:06.941     437.15390005     437.15388572    437.15391435   437.15684722     437.15683727    437.15685714   437.15495675     437.15493952    437.15497392
2020-03-23T05:03:07.441     437.15387615     437.15386178    437.15389050   437.15683061     437.15682059    437.15684059   437.15492801     437.15491069    437.15494527
2020-03-23T05:03:07.941     437.15385218     437.15383777    437.15386658   437.15681390     437.15680382    437.15682394   437.15489911     437.15488170    437.15491647
2020-03-23T05:03:08.441     437.15382814     437.15381367    437.15384257   437.15679708     437.15678694    437.15680718   437.15487006     437.15485255    437.15488751
2020-03-23T05:03:08.941     437.15380402     437.15378951    437.15381850   437.15678016     437.15676996    437.15679032   437.15484085     437.15482325    437.15485839
2020-03-23T05:03:09.441     437.15377982     437.15376526    437.15379435   437.15676313     437.15675287    437.15677336   437.15481149     437.15479379    437.15482912
2020-03-23T05:03:09.941     437.15375554     437.15374094    437.15377012   437.15674601     437.15673568    437.15675630   437.15478197     437.15476418    437.15479970
2020-03-23T05:03:10.441     437.15373119     437.15371655    437.15374581   437.15672877     437.15671838    437.15673913   437.15475229     437.15473441    437.15477011
2020-03-23T05:03:10.941     437.15370677     437.15369208    437.15372143   437.15671144     437.15670098    437.15672185   437.15472246     437.15470448    437.15474037
2020-03-23T05:03:11.441     437.15368227     437.15366753    437.15369698   437.15669399     437.15668347    437.15670447   437.15469247     437.15467440    437.15471048
2020-03-23T05:03:11.941     437.15365769     437.15364291    437.15367245   437.15667644     437.15666586    437.15668698   437.15466232     437.15464416    437.15468043
2020-03-23T05:03:12.441     437.15363305     437.15361822    437.15364784   437.15665878     437.15664814    437.15666939   437.15463202     437.15461377    437.15465022
2020-03-23T05:03:12.941     437.15360832     437.15359345    437.15362317   437.15664102     437.15663031    437.15665169   437.15460156     437.15458321    437.15461986
2020-03-23T05:03:13.441     437.15358352     437.15356861    437.15359841   437.15662314     437.15661237    437.15663388   437.15457095     437.15455250    437.15458934
2020-03-23T05:03:13.941     437.15355865     437.15354369    437.15357358   437.15660516     437.15659432    437.15661596   437.15454018     437.15452164    437.15455866
2020-03-23T05:03:14.441     437.15353371     437.15351870    437.15354868   437.15658707     437.15657616    437.15659794   437.15450925     437.15449062    437.15452782
2020-03-23T05:03:14.941     437.15350869     437.15349364    437.15352371   437.15656887     437.15655789    437.15657980   437.15447817     437.15445944    437.15449683
2020-03-23T05:03:15.441     437.15348359     437.15346850    437.15349866   437.15655056     437.15653952    437.15656156   437.15444692     437.15442810    437.15446569
2020-03-23T05:03:15.941     437.15345843     437.15344329    437.15347354   437.15653213     437.15652103    437.15654320   437.15441553     437.15439661    437.15443438
2020-03-23T05:03:16.441     437.15343319     437.15341801    437.15344834   437.15651360     437.15650242    437.15652473   437.15438397     437.15436497    437.15440292
2020-03-23T05:03:16.941     437.15340788     437.15339266    437.15342307   437.15649495     437.15648371    437.15650615   437.15435226     437.15433316    437.15437131
2020-03-23T05:03:17.441     437.15338249     437.15336723    437.15339773   437.15647619     437.15646488    437.15648746   437.15432040     437.15430120    437.15433954
2020-03-23T05:03:17.941     437.15335704     437.15334173    437.15337232   437.15645732     437.15644594    437.15646866   437.15428838     437.15426909    437.15430761
2020-03-23T05:03:18.441     437.15333151     437.15331616    437.15334684   437.15643833     437.15642689    437.15644974   437.15425620     437.15423682    437.15427552
2020-03-23T05:03:18.941     437.15330591     437.15329052    437.15332128   437.15641923     437.15640772    437.15643071   437.15422386     437.15420439    437.15424328
2020-03-23T05:03:19.441     437.15328024     437.15326481    437.15329565   437.15640002     437.15638843    437.15641156   437.15419137     437.15417181    437.15421089
2020-03-23T05:03:19.941     437.15325450     437.15323902    437.15326995   437.15638068     437.15636903    437.15639230   437.15415873     437.15413907    437.15417834
2020-03-23T05:03:20.441     437.15322869     437.15321317    437.15324419   437.15636124     437.15634951    437.15637292   437.15412593     437.15410618    437.15414563
2020-03-23T05:03:20.941     437.15320281     437.15318725    437.15321835   437.15634167     437.15632988    437.15635343   437.15409298     437.15407313    437.15411277
2020-03-23T05:03:21.441     437.15317686     437.15316125    437.15319244   437.15632199     437.15631013    437.15633381   437.15405987     437.15403993    437.15407975
2020-03-23T05:03:21.941     437.15315083     437.15313519    437.15316646   437.15630219     437.15629026    437.15631409   437.15402661     437.15400657    437.15404658
2020-03-23T05:03:22.441     437.15312474     437.15310906    437.15314041   437.15628227     437.15627027    437.15629424   437.15399319     437.15397307    437.15401326
2020-03-23T05:03:22.941     437.15309858     437.15308286    437.15311429   437.15626224     437.15625016    437.15627427   437.15395962     437.15393940    437.15397978
2020-03-23T05:03:23.441     437.15307236     437.15305659    437.15308810   437.15624208     437.15622993    437.15625419   437.15392590     437.15390559    437.15394615
2020-03-23T05:03:23.941     437.15304606     437.15303025    437.15306184   437.15622181     437.15620958    437.15623399   437.15389202     437.15387162    437.15391236
2020-03-23T05:03:24.441     437.15301969     437.15300384    437.15303552   437.15620141     437.15618912    437.15621366   437.15385799     437.15383750    437.15387843
2020-03-23T05:03:24.941     437.15299326     437.15297737    437.15300913   437.15618089     437.15616853    437.15619322   437.15382381     437.15380323    437.15384434
2020-03-23T05:03:25.441     437.15296676     437.15295083    437.15298267   437.15616026     437.15614781    437.15617265   437.15378948     437.15376881    437.15381010
2020-03-23T05:03:25.941     437.15294020     437.15292422    437.15295614   437.15613950     437.15612698    437.15615197   437.15375500     437.15373424    437.15377570
2020-03-23T05:03:26.441     437.15291356     437.15289755    437.15292955   437.15611861     437.15610602    437.15613116   437.15372036     437.15369951    437.15374116
2020-03-23T05:03:26.941     437.15288686     437.15287081    437.15290289   437.15609761     437.15608494    437.15611022   437.15368558     437.15366464    437.15370647
2020-03-23T05:03:27.441     437.15286010     437.15284401    437.15287617   437.15607648     437.15606374    437.15608917   437.15365065     437.15362962    437.15367163
2020-03-23T05:03:27.941     437.15283327     437.15281714    437.15284937   437.15605522     437.15604241    437.15606799   437.15361557     437.15359445    437.15363663
